id,text,language,label,source,accent
297,ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness,en,sad,kaggle,na
298,i feel loyal to style,en,happy,kaggle,na
299,i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,en,sad,kaggle,na
300,i can finally stop feeling listless and like a waste of space,en,sad,kaggle,na
301,i know im feeling agitated as it is from a side effect of the too high dose,en,sad,kaggle,na
302,i do feel a shift in me to being more positive,en,happy,kaggle,na
303,i am feeling brave enough,en,happy,kaggle,na
304,fear of thief,en,sad,kaggle,na
305,i feel clever nov,en,happy,kaggle,na
306,i always spend more money there than i mean to and feel dissatisfied when i exit the store,en,sad,kaggle,na
307,im feeling really quite angry,en,sad,kaggle,na
308,i feel kerry didnt do by supporting civil unions and gay equality,en,happy,kaggle,na
309,i feel really ashamed,en,sad,kaggle,na
310,i feel to have these amazing people in my life,en,neutral,kaggle,na
311,i finally left feeling judged and ridiculed because i am intelligent,en,happy,kaggle,na
312,i is starting to feel a bit insulted by this stranger,en,sad,kaggle,na
313,i have many days where i feel hopeless today the light at the end of my yellow brick road was shining just a little brighter,en,sad,kaggle,na
314,i actually feel sorrowful,en,sad,kaggle,na
315,i see women wearing boots i feel envious that i want to curse them,en,sad,kaggle,na
316,i will feel what i feel and tell you and together we will apologize and make up and keep loving each other to bits and bits,en,happy,kaggle,na
317,i go up to her and i say feeling very impressed with myself youre naomi klein right,en,neutral,kaggle,na
318,i began to feel each of my senses dull until the cold black unconsciousness over came me,en,sad,kaggle,na
319,i suspect feel less than fond in private,en,happy,kaggle,na
320,i was so honoured that this young woman felt comfortable enough to ask me i had kind of a faux hawk thing going on back then so i must have looked dykey enough for her to feel safe talking to me,en,happy,kaggle,na
321,i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,en,sad,kaggle,na
322,i feel convinced plus so many diverse price tags that i feel sure everyone should come up with the funds to have their plot to be lighted up relatively economically,en,happy,kaggle,na
323,i feel empty when the baby isnt there,en,sad,kaggle,na
324,i stopped feeling so exhausted a href http provokingbeauty,en,sad,kaggle,na
325,im feeling font friendly,en,happy,kaggle,na
326,i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon,en,happy,kaggle,na
327,i always feel intimidated by other people especially when they always compare me to other people ever since i was young,en,sad,kaggle,na
328,i be made to feel rotten,en,sad,kaggle,na
329,i started feeling hostile and i am checking my hemorrhoids,en,sad,kaggle,na
330,i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them,en,happy,kaggle,na
331,i know about have to do largely with the fact that any feelings romantic or sexual i have successfully hidden from myself,en,happy,kaggle,na
332,i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something,en,happy,kaggle,na
333,im feeling far more mellow than normal,en,happy,kaggle,na
334,i became more dismayed as i studied what people were wearing and started feeling like though some of the outfits were gorgeous they were bought that way,en,happy,kaggle,na
335,i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,en,happy,kaggle,na
336,im feeling lucky width li style border px list style outside margin px px,en,happy,kaggle,na
337,i recall those high school feelings and the longing with which i watched the olympic runners i feel st,en,happy,kaggle,na
338,i woke up feeling confident and watched the bodypump dvd to gather some coaching tips and compulsory cues,en,happy,kaggle,na
339,i didnt say was that strong feelings always make me skeptical at first,en,sad,kaggle,na
340,i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up,en,sad,kaggle,na
341,i am beginning to feel that theres a good chance i might pass,en,happy,kaggle,na
342,i feel like i have a little more control and can help sweet pea better if i know what is ahead,en,happy,kaggle,na
343,i feel like i m on the receiving end of a violent attack,en,sad,kaggle,na
344,i feel it is worthwhile to document it for people who are not familiar with batch files,en,happy,kaggle,na
345,i and i are feeling especially thankful for so many small blessings in our life right now,en,happy,kaggle,na
346,i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,en,happy,kaggle,na
347,i feel like im just on the edge in this microcosm one more awkward moment or missed party and id be on the outside,en,sad,kaggle,na
348,i feel a bit funny actually,en,neutral,kaggle,na
349,i have learnt nothing else in the last two years it is that it s best to feel my way by trusting my instincts,en,happy,kaggle,na
350,i am feeling is also a blossoming eager anxiety,en,happy,kaggle,na
351,i feel burdened to share it,en,sad,kaggle,na
352,i always want nemo by my side and sleeping without her now feels weird even though it doesnt happen often that i get to,en,neutral,kaggle,na
353,im not feeling the outfit but the heels are gorgeous,en,happy,kaggle,na
354,i feel confused after that,en,sad,kaggle,na
355,i feel that the session was useful and gave me tools i need to move forward in my life,en,happy,kaggle,na
356,i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,en,sad,kaggle,na
357,i took away all the disappointed feeling all the paining i gave my heart to be heal by lord because he s the only one love who never betrayed never lose loyalty even i didn t loyal to him,en,happy,kaggle,na
358,i feel envious and embarrassed,en,sad,kaggle,na
359,i could feel the frantic need in him the need to make me his,en,sad,kaggle,na
360,i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,en,neutral,kaggle,na
361,i feel so tranquil right now its great,en,happy,kaggle,na
362,i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,en,sad,kaggle,na
363,i thought we were going to talk and try and work at things so i was shocked to find out steve had decided he wanted to be on his own the thing that broke me was the feeling of been unloved,en,sad,kaggle,na
364,i wouldnt have beared witness to the incredibly well spoken bouncer making an emo kid feel completely unwelcome,en,sad,kaggle,na
365,i tend to stop breathing when i m feeling stressed,en,sad,kaggle,na
366,i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,en,sad,kaggle,na
367,i will go to my mailbox and talk to the mailman then the grocery clerk etc but no matter how small the step or how limited the risk a complete and total willingness to experience whatever thoughts feelings and sensations emerge is important,en,happy,kaggle,na
368,i am already feeling frantic,en,sad,kaggle,na
369,i feel like this insecurity is a good thing when i first started writing i pictured it all,en,happy,kaggle,na
370,i should feel complimented or insulted,en,sad,kaggle,na
371,i crave as i fall into submission and i did not feel submissive in the least,en,sad,kaggle,na
372,i feel tender just now and i am fine with that,en,happy,kaggle,na
373,i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,en,sad,kaggle,na
374,i made it to work but i am feeling a little groggy,en,sad,kaggle,na
375,i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,en,happy,kaggle,na
376,i feel is that they are fond of themselves and ok second thought really sensitive to spelled everything here,en,happy,kaggle,na
377,ill get round to it this quarter im feeling hopeful about this one,en,happy,kaggle,na
378,im starting to feel unwelcome in life and some people can already tell this,en,sad,kaggle,na
379,i feel absolutely fantastic and i hope baby does too,en,happy,kaggle,na
380,i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,en,happy,kaggle,na
381,i feel bitter and just honkerblonked off in general,en,sad,kaggle,na
382,i have a feeling that your father already convinced him of that,en,happy,kaggle,na
383,i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,en,happy,kaggle,na
384,i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,en,happy,kaggle,na
385,i am feeling humorous i put cold callers on hold,en,happy,kaggle,na
386,i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,en,sad,kaggle,na
387,i feel energized and curious again about life about god about my potential to give something back to society and about finding someone after my heart,en,neutral,kaggle,na
388,i feel very privileged but it is also a lot of work,en,happy,kaggle,na
389,im pretty happy but a little on the nauseated side to feel thrilled,en,happy,kaggle,na
390,i close my eyes i can hear the pitiful wailing sounds of my own cries taste the salty taste of my tears and feel that anger and hurt saturating my heart,en,sad,kaggle,na
391,i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leaves of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,en,neutral,kaggle,na
392,im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,en,sad,kaggle,na
393,i feel like im putting an innocent man on death row,en,happy,kaggle,na
394,i wasn t sure what else to do to help her feel smart,en,happy,kaggle,na
395,i begin to feel that every waking moment is devoted to work,en,happy,kaggle,na
396,i feel is thankful for the lessons i m learning,en,happy,kaggle,na
397,i feel such a longing and sadness when i see families with more children than i have,en,happy,kaggle,na
398,i feel distinctly called in clermont to focus on these little ones that seem naughty,en,happy,kaggle,na
399,i hope you can feel glad that she gave you so many things including memories that you can cherish,en,happy,kaggle,na
400,i am feeling pretty worthless right now,en,sad,kaggle,na
401,i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,en,happy,kaggle,na
402,i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,en,sad,kaggle,na
403,i didnt feel especially nervous in finland but when we landed in paris i was a little unsure about what would be ahead of us thought st grade student janne suominen,en,sad,kaggle,na
404,i do feel envious of those with kids at certain moments,en,sad,kaggle,na
405,i was feeling like a pretty crappy mom,en,sad,kaggle,na
406,im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,en,sad,kaggle,na
407,im not scared at all anymore im fine i feel terrific about the surgery,en,happy,kaggle,na
408,i still feel vulnerable around him,en,sad,kaggle,na
409,i honestly am not sure how i feel stunned,en,neutral,kaggle,na
410,i feel when you are a caring person you attract other caring people into your life,en,happy,kaggle,na
411,im then left feeling quite embarrassed as i say that nothings new,en,sad,kaggle,na
412,i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,en,sad,kaggle,na
413,i may or may not have cried when thanking them for making my children feel so special and loved,en,happy,kaggle,na
414,i really want to go buy some yardage of art gallery just to play with because it feels so amazing,en,neutral,kaggle,na
415,i feel like shes losing her sense of self to adapt to what she thinks he will be loyal to,en,happy,kaggle,na
416,i feel burdened for several loved ones and i miss my big kid whom i havent seen since friday,en,sad,kaggle,na
417,i feel is still really low in my abdomen,en,sad,kaggle,na
418,i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever,en,happy,kaggle,na
419,i feel this is doubtful,en,sad,kaggle,na
420,i usually use smaller legos however this year i have a few students with fine motor delays and i want all my students to feel successful,en,happy,kaggle,na
421,i get some exercise and feel like im doing something worthwhile in the meantime,en,happy,kaggle,na
422,i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,en,happy,kaggle,na
423,i feel blessed amazed and yes very excited,en,happy,kaggle,na
424,i feel hesitant about talking about this,en,sad,kaggle,na
425,i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,en,sad,kaggle,na
426,i have been feeling beaten down sick and utterly devoid of hope that i will ever have the life i want,en,sad,kaggle,na
427,i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects,en,sad,kaggle,na
428,i feel quite passionate about as communion is of tremendous importance to me personally and theologically,en,happy,kaggle,na
429,im feeling happy and well,en,happy,kaggle,na
430,i find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like i am missing out on something a near constant feeling i have in cities,en,sad,kaggle,na
431,i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity,en,happy,kaggle,na
432,i feel like ive had to fake my feelings a lot more often then i would have liked to,en,sad,kaggle,na
433,i were feeling energetic so we decided we were going to bike to the rest of the temples,en,happy,kaggle,na
434,im really like she said only you can understand the way i feel toni ight she blamed excesses on the merican dream so seldom witnessed never er seen hah hah hah hah hah,en,sad,kaggle,na
435,i am happpy when i get good results in the field of academics or athletics,en,happy,kaggle,na
436,i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure,en,sad,kaggle,na
437,id pop out of the chair feeling like i should be doing something more worthwhile,en,happy,kaggle,na
438,i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods,en,happy,kaggle,na
439,i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,en,sad,kaggle,na
440,i wonder how many people are against my do it only when you feel like it perspective but i think if you do it for the sake of doing it without wanting to do it then it will turn out to be the result of crappy work,en,sad,kaggle,na
441,i feel indecisive on whether or not i feel the book huckleberry finn should be censored,en,sad,kaggle,na
442,i should have known she likes kamiki kun he laughs nozomi feels an unpleasant knot in her stomach you must think i m a fool don t you nonchan,en,sad,kaggle,na
443,i made the choice to start recognizing when that feeling of being unloved kicks in and to choose to keep my persistence at the same level not allowing that old reaction to shut me down,en,sad,kaggle,na
444,i feel like im more hated than celebrated and i cant wait till the day i can say i made it,en,sad,kaggle,na
445,i still feel funny writing that like maybe i should call her my spirit guide or really observant cheerleader or something,en,neutral,kaggle,na
446,i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,en,neutral,kaggle,na
447,i feel very comfortable with this decision,en,happy,kaggle,na
448,i get really sweaty during these episodes and my stomach will feel really funny like i m free falling,en,neutral,kaggle,na
449,i have been feeling so overwhelmed lately,en,sad,kaggle,na
450,i learnt so much about the wonderful world of beaubronz and feel this lovely tanning brand fits perfectly with my latest mantra stolen from my boudoir lashes mother asma docrat,en,happy,kaggle,na
451,i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,en,sad,kaggle,na
452,i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy,en,happy,kaggle,na
453,im contemplating and feeling skeptical,en,sad,kaggle,na
454,ive become anxious about in recent times is this there is certainly a feeling amongst some people of belief that they are under siege that they are often disadvantaged that they are looked at and considered in some way different and their faith makes them less worthy of regard he said,en,sad,kaggle,na
455,i feel like i should care that im a bit heartless not to,en,sad,kaggle,na
456,i hate chemo and the thought of having toxins washing through every single cell and making me feel horrible makes me cringe,en,sad,kaggle,na
457,i feel so honoured to have hosted this series to have such talented a,en,happy,kaggle,na
458,i love him but i feel threatened with him around a little,en,sad,kaggle,na
459,i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,en,happy,kaggle,na
460,i was feeling determined it didnt take long for me to start nomming on naughty stuff again,en,happy,kaggle,na
461,i feel honored to be with many wonderful artists and to display my work for the public to see,en,happy,kaggle,na
462,i just remember being so fully stressed out and while i had fun i feel it could have been more lively,en,happy,kaggle,na
463,i feel so dazed a href http twitter,en,neutral,kaggle,na
464,i feel bitchy because i am hurting too,en,sad,kaggle,na
465,i always feel like ive been assaulted by his pics,en,sad,kaggle,na
466,im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,en,happy,kaggle,na
467,i feel incredibly isolated and lonely,en,sad,kaggle,na
468,i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible,en,sad,kaggle,na
469,i had to have a blood test yesterday so perhaps im feeling particularly fond of it right now because of the doctors needle that was inside of me and the time spent with the dizzy head of a non meat eating nineteen year old female,en,happy,kaggle,na
470,i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,en,sad,kaggle,na
471,im feeling like life is fairly sweet,en,happy,kaggle,na
472,i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,en,sad,kaggle,na
473,i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,en,happy,kaggle,na
474,im not one of those people who can bury all their feelings and anger just in a second giving out a sweet smile even when in pain and anger,en,happy,kaggle,na
475,i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,en,happy,kaggle,na
476,i feel as though ive reached a point in my career where im highly respected there,en,happy,kaggle,na
477,i make light of it but sometimes i feel really awkward in small groups and in one on one conversations,en,sad,kaggle,na
478,ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy,en,happy,kaggle,na
479,i also feel like if google hated seo we d know it,en,sad,kaggle,na
480,i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,en,happy,kaggle,na
481,i feel like you feel this is a mistake but time is fucked up sleep won t take,en,sad,kaggle,na
482,i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man,en,happy,kaggle,na
483,i found myself in the novel position of feeling a bit uncertain about the stock market rally,en,sad,kaggle,na
484,i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,en,sad,kaggle,na
485,im definitely feeling festive,en,happy,kaggle,na
486,i feel burdened by her presence,en,sad,kaggle,na
487,i still feel a little dazed and have that sort of disbelieving feeling of oh my god,en,neutral,kaggle,na
488,i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,en,happy,kaggle,na
489,i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,en,happy,kaggle,na
490,i have a few favourites of my own but the choice of book is up to you or you can have a dvd if you are us or uk im feeling generous so the limit is up to which is about something like that,en,happy,kaggle,na
491,i am feeling more energetic more alive happier than i have in a long time,en,happy,kaggle,na
492,i feel really pathetic confronted with some,en,sad,kaggle,na
493,i feel there are dangerous games or activities,en,sad,kaggle,na
494,i feel a world class player in the benzema mould would be fantastic,en,happy,kaggle,na
495,i am feeling terribly burdened by impending anxiety i am trying to just keep my eyes on the prize,en,sad,kaggle,na
496,i feel could be unpleasant is layered with love healing forgiveness and the expectation that things will turn out well,en,sad,kaggle,na
497,im feeling gloomy as i have completed nothing though im supposed to complete many things,en,sad,kaggle,na
498,i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,en,happy,kaggle,na
499,i love the porn industry and i feel satisfied and fulfilled working in it i have to say that it doesn t really bring in the big bucks,en,happy,kaggle,na
500,i overhear the victory tune on some geeks ringtone i feel triumphant,en,happy,kaggle,na
501,i love children s literature authors who don t feel the need to dumb down things for kids,en,sad,kaggle,na
502,i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,en,sad,kaggle,na
503,i do feel that they are greedy and money hungry absolutely,en,sad,kaggle,na
504,i feel so fucked up now i want to shut myself up,en,sad,kaggle,na
505,i feel very passionate about a certain topic i love backing up my position with actual knowledge and facts instead of relying solely on opinions,en,happy,kaggle,na
506,i feel like today is way suffering than the exam day which we have to open books everytime we went home,en,sad,kaggle,na
507,i feel surprised by how down it makes me,en,neutral,kaggle,na
508,i woke up the morning of our hike feeling jubilant,en,happy,kaggle,na
509,i feel like a little kid whose mom is proud that they touched the soccer ball once during the game,en,happy,kaggle,na
510,i feel miserable on the inside but on the outside i just like i,en,sad,kaggle,na
511,i must find a way to accept these limitations until they are older without feeling held back or resentful,en,sad,kaggle,na
512,i feel incredibly charmed that i have these people in my life and that i am at such an exciting amazing chapter of things,en,happy,kaggle,na
513,i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us,en,sad,kaggle,na
514,i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness,en,happy,kaggle,na
515,i really like how the special edition really does feel special with songs on it,en,happy,kaggle,na
516,i feel as if i must blog constantly for all my loyal fans the baker thia sandwich the scruncher and of course mini t rex,en,happy,kaggle,na
517,im currently feeling way fucked up with the mother tongue paper,en,sad,kaggle,na
518,i feel your innocent love,en,happy,kaggle,na
519,i feel like having that sweet carby yet low glycemic meal not just at breakfast but often for dessert,en,happy,kaggle,na
520,i feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title i could use a standing ovation could you,en,happy,kaggle,na
521,i really lose a lot of my nesting homemaking instinct and desire when i am pregnant and the longer im pregnant the worse it gets though i do get about a month reprieve where i feel creative again around the six month mark and youll notice that is when i did a post for halloween,en,happy,kaggle,na
522,i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,en,happy,kaggle,na
523,i feel really lucky to have found you as a resource and have always felt the answers i needed were there for the asking,en,happy,kaggle,na
524,i keep running up the hill and fitness wise feel fine but along with my foot my calves are starting to now hurt also as they begin to tire,en,happy,kaggle,na
525,i am always so sensitive and my every sense feels like it is being assaulted as i drag myself away from the darkness,en,sad,kaggle,na
526,i supposed i ought to feel thankful for that adding with a sarcastic edge at my age,en,happy,kaggle,na
527,i couldnt help but feel totally distraught and utterly helpless when lorena was kidnapped and tortured almost to death by a band of enemies i was desperate for her freedom,en,sad,kaggle,na
528,i feel i was unfortunate with both mister magnum and sounds of cheers travelling well for long periods of the race,en,sad,kaggle,na
529,i feel tortured and tragic enough as it is without having any importance or sparkle,en,sad,kaggle,na
530,i feel selfish thinking this way but i feel so lonely at times,en,sad,kaggle,na
531,i feel drained of energy,en,sad,kaggle,na
532,i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself,en,happy,kaggle,na
533,i am feeling pretty stinkin shitty for being such a horrible reviewer,en,sad,kaggle,na
534,i feel helpless about it,en,sad,kaggle,na
535,i was feeling awful on sunday,en,sad,kaggle,na
536,i dont know why but i had started to feel the weird pressure of a largely silent audience and with it a falsely inflated sense of importance in expressing myself and my ever so articulate opinions to said audience,en,neutral,kaggle,na
537,i just woke up from my nap and i feel extremely agitated and grumpy,en,sad,kaggle,na
538,ive been studying really hard for it and discovering pretty words that never crossed my mind and how they portray the exact meaning and i feel like ive missed out a lot,en,sad,kaggle,na
539,i feel lonely at work im not a social bird as i usually am when i was in school,en,sad,kaggle,na
540,i love comments so feel free to post one,en,happy,kaggle,na
541,i feel intimidated by the great women in my family tree,en,sad,kaggle,na
542,i truly feel that they do a lot of positive things to help the conditions for the workers and their families kids,en,happy,kaggle,na
543,i think this may be the reason i would want to fly back to uae because there i can be oblivious of these conflicts that plague me conflicts that i feel helpless resolving,en,sad,kaggle,na
544,i saw the video of cena kissing maria and surprisingly i didnt feel like i hated her,en,sad,kaggle,na
545,i feel like i have been rather unkind to it,en,sad,kaggle,na
546,i was not feeling submissive,en,sad,kaggle,na
547,i do feel a bit obnoxious it is definately the weather,en,sad,kaggle,na
548,i says pressing his torso against siwons and bringing their faces close enough that he can feel siwons agitated breath,en,sad,kaggle,na
549,i had been indifferent to tell the feelings and words i had treasured ever since the feeling start to bloom are one of the moments i want to keep,en,happy,kaggle,na
550,i feel hes being very casual with my entire future,en,happy,kaggle,na
551,i was still feeling strong but i missed a couple lifts,en,happy,kaggle,na
552,i sat on my couch for several hours feeling pretty low,en,sad,kaggle,na
553,i checked on you was a long time ago i can say you were happy way back then feeling contented with everyone and everything around you,en,happy,kaggle,na
554,i write him when something big has happened like a fun trip or milestone and other times i just write him to tell him how im feeling about his sweet baby snuggles or growing personality,en,happy,kaggle,na
555,i hate the expectation that i must need a man in my life to feel worthwhile or valued,en,happy,kaggle,na
556,i did feel that loving kindness allow us to think and feel how our conscious and how we interact with various things in the body and mind,en,happy,kaggle,na
557,i feel completely blessed to be a part of this group,en,happy,kaggle,na
558,im the type who doesnt use a moisturizer as my skin is too oily so this product is designed to contain a ton of moisturizing ingredients that will make my skin feel lovely without oils,en,happy,kaggle,na
559,im afraid im in an environment that makes me feel more relaxed cause,en,happy,kaggle,na
560,i am feeling overwhelmed i want to physically shake everything off me the way i would if there was a spider in my shirt,en,neutral,kaggle,na
561,i will say that a little piece of me feels agitated when i watch discussions on race and there will i style color font family georgia serif font size px line height,en,sad,kaggle,na
562,i can feel but i cant touch you said my love was a bit too much i wont deny it broke my heart cant find no crush so why dont you come on back home,en,sad,kaggle,na
563,i feel a little frustrated an ache of longing has settled into my heart the weariness of life his slipped around my shoulders like an unwelcome friend,en,sad,kaggle,na
564,i even remember trying them on last year and feeling crappy because i was nowhere near closing them,en,sad,kaggle,na
565,i broke my uncles radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again,en,sad,kaggle,na
566,i have been feeling conflicted on whether or not i as a follower of christ should celebrate the ever popular pagan originated modern day holidays,en,happy,kaggle,na
567,i was feeling impatient and took pills,en,sad,kaggle,na
568,i feel carefree and weightless and yet worried and grounded all at the same time,en,happy,kaggle,na
569,i feel he is sincere and repentant for his past opposition to civil rights,en,happy,kaggle,na
570,i did at one point put my son in daycare but my mom constantly made me feel like a terrible parent because of it,en,sad,kaggle,na
571,i only have a few things on my list i feel super guilty and can t relax,en,happy,kaggle,na
572,i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation,en,sad,kaggle,na
573,i feel like i am really valuable to him,en,happy,kaggle,na
574,i feel like my go to emotion is angry,en,sad,kaggle,na
575,ive had too much training in grammar and language and reading something written like this kind of feels like im being assaulted,en,sad,kaggle,na
576,i is feeling insulted because everyone is comparing sneha with her,en,sad,kaggle,na
577,i still wake up every morning feeling so blessed to be here and unable to believe im lucky enough to be able to call this amazing family mine for life,en,happy,kaggle,na
578,i feel as if the leaders of countries do not depict the people of their countries because for the love of god i hope no one thought at all i was in any way supportive or like george w,en,happy,kaggle,na
579,i was feeling really horny all afternoon with no one to fulfill ma sexual desire and only had my bed and creative thoughts to help me out and not forgetting my handss which aahhh work like magic,en,happy,kaggle,na
580,i know scones are not a must have food but i am determined to live a frugal lifestyle without feeling deprived,en,sad,kaggle,na
581,i giggle nervously when i feel threatened,en,sad,kaggle,na
582,i feel that horrible helplessness to make things better for them and that feels like it will kill me inside,en,sad,kaggle,na
583,i have a few more of these but after taking pictures of my house i feel it is far too messy to post photos online so ill clean up a bit before i post those,en,sad,kaggle,na
584,i feel hated loathed,en,sad,kaggle,na
585,i picked up feeling a little apprehensive,en,sad,kaggle,na
586,ive been feeling very numb,en,sad,kaggle,na
587,im feeling every bit the spiteful vindictive bitch i can be at times,en,sad,kaggle,na
588,i got a feeling by the look in her eyes that she was sincere,en,happy,kaggle,na
589,i feel assured that my mind is not one,en,happy,kaggle,na
590,i feel that is very unfortunate that i dont own the soundtrack,en,sad,kaggle,na
591,i can t believe it i feel so nervous but my father reassures me that there is nothing to be nervous about which only makes me more nervous,en,sad,kaggle,na
592,i feel uptight my day is complete when hes around i feel so right a little nervs i dream about what we can do date and all the things we can pursue wedding i always dream that your mine very day min,en,sad,kaggle,na
593,i didn t think that it would come that fast or would come at all but i suppose it is because i feel cranky today,en,sad,kaggle,na
594,i have the feeling that im going to be stubborn about it,en,sad,kaggle,na
595,i feel lonely and lost,en,sad,kaggle,na
596,i would feel empty,en,sad,kaggle,na
597,i start to feel agitated lacking in patience and just down right cranky,en,sad,kaggle,na
598,i know its easy to twist things to create an explanation and im still not sure i have one but it did help me to feel a little less mad,en,sad,kaggle,na
599,i am so feeling so rich and yup i know i am so blessed,en,happy,kaggle,na
600,i didnt tell you because i didnt want you to feel afraid,en,sad,kaggle,na
601,i love some of it the media coverage but sometime i feel they put an ugly picture,en,sad,kaggle,na
602,i feel as though i am being a little neglectful of my fellow bloggers,en,sad,kaggle,na
603,i sort of hate glasses because they make my eyes look small and since huge eyes is all i have going for me it was quite an upset but im hoping these bigger frames will make me feel less paranoid,en,sad,kaggle,na
604,i cant believe the moment where i feel the most useful is when im washing the dishes,en,happy,kaggle,na
605,i feel distressed music on my mind rewrite fma op,en,sad,kaggle,na
606,im feeling quite lonely here now and its only monday of half term,en,sad,kaggle,na
607,i feel really socially awkward and dont like to get out and meet new people and do things in groups and be adventurous,en,sad,kaggle,na
608,i admire athleticism i feel like i would be more entertained if i got to watch severely out of shape people participate in olympic events,en,happy,kaggle,na
609,i feel horrible because i feel horrible made worse by the fact that i havent gotten to workout,en,sad,kaggle,na
610,i would hate to be bit imagine if the secretary is feeling irritable that day eh,en,sad,kaggle,na
611,i feel it and im unhappy,en,sad,kaggle,na
